...1,player_id,tournament_id,season_id,totalRating,countRating,goals,assists,goalsAssistsSum,yellowCards,directRedCards,redCards,minutesPlayed,matchesStarted,scoringFrequency,yellowRedCards,substitutionsIn,substitutionsOut,id,type,appearances,rating,bigChancesCreated,bigChancesMissed,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,tacklesWon,tacklesWonPercentage,totwAppearances,shotsFromInsideTheBox,shotsFromOutsideTheBox,team>name,team>nameCode,team>ranking,team>id
111326,353130,8,32501,41.7,6,0,1,1,1,0,0,527,6,0,0,NA,NA,581572,overall,6,6.95,0,0,326,64,390,83.58974358974399,168,158,49,1,2,100,11,7,0,0,1,1,0,17,56.666666666667005,10,47.619047619048,27,52.941176470588,0,0,0,0,0,0,0,0,0,0,0,0,20,42.553191489362,10,0,0,2,4,6,0,0,6,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,24,11,0,0,0,47,1,0,0,195,196,82,0,37,19,490,8,72.727272727273,0,0,2,Atlético Madrid,ATL,NA,2836
111331,353130,8,18020,226,32,3,0,3,7,NA,0,2806,31,935.33333333333,0,NA,NA,203933,overall,32,7.0625,1,3,1351,260,1611,83.86095592799501,996,355,92,6,9,75,37,37,0,0,21,11,10,73,61.344537815126,72,61.016949152542,145,61.181434599156,14.285714285714,0,0,0,2,7,0,3,0,1,1,1,157,56.272401433692004,167,1,1,6,29,22,2,0,18,2,25,1,0,8,0,0,0,0,30,6,0,0,0,0,0,0,0,5,12,1,92,46,0,0,0,279,36,0,0,1085,527,286,5,151,84,2021,24,64.864864864865,2,NA,NA,Espanyol,ESP,NA,2814
111333,353130,8,24127,114.2,17,0,0,0,3,1,1,1220,15,0,0,NA,NA,184962,overall,17,6.717647058823499,0,1,496,129,625,79.36,335,161,37,2,7,100,15,12,0,0,2,2,0,31,55.357142857143,26,47.272727272727,57,51.351351351351006,0,0,0,0,0,0,0,0,0,0,0,0,58,41.428571428571,59,0,0,1,9,18,1,0,9,2,5,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,2,7,2,54,29,0,0,0,140,9,0,0,383,244,148,0,72,42,778,8,53.333333333332995,0,2,1,Atlético Madrid,ATL,NA,2836
111334,353130,8,13662,147,22,1,0,1,6,0,1,1929,22,1929,1,NA,NA,105561,overall,22,6.6818181818182,0,1,711,243,954,74.52830188679201,496,216,67,5,5,62.5,13,27,1,50,10,4,6,31,45.58823529411801,53,59.550561797753,84,53.503184713376,10,0,0,0,0,1,0,1,0,1,0,0,133,45.392491467577,119,0,0,4,15,19,1,2,13,1,8,0,0,6,0,0,0,0,25,3,0,0,0,0,0,0,0,5,8,2,73,36,0,0,0,293,28,0,0,564,392,270,NA,63,NA,1201,NA,NA,NA,NA,NA,Espanyol,ESP,NA,2814
111343,353138,8,32501,56.1,8,3,2,5,1,0,0,433,5,144.33333333333,0,NA,NA,579525,overall,8,7.0125,1,0,131,37,168,77.97619047619,36,100,56,6,6,46.153846153846,7,4,5,50,7,5,2,14,29.787234042553,6,54.545454545455,20,34.48275862069,42.857142857143,0,0,0,0,0,0,3,0,0,1,2,3,30,1,0,0,11,1,9,2,0,7,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,13,10,38,5,0,0,0,10,2,0,0,45,133,70,2,6,3,260,5,71.42857142857099,0,7,2,Atlético Madrid,ATL,NA,2836
111344,353138,8,24127,197.4,29,3,3,6,4,0,0,1391,16,463.66666666667,0,NA,NA,241891,overall,29,6.8068965517241,3,0,380,102,482,78.838174273859,146,236,107,16,27,84.375,29,14,2,25,9,5,4,69,51.492537313433,17,39.53488372093,86,48.587570621469,33.333333333333,0,0,1,0,0,0,2,1,0,0,3,11,32.352941176471,8,0,0,26,13,24,0,0,14,4,4,0,0,2,0,0,0,0,16,2,0,0,0,0,0,0,0,16,32,8,91,26,0,0,0,34,18,0,0,177,313,174,8,12,3,725,15,51.724137931034,0,7,7,Atlético Madrid,ATL,NA,2836
111352,353138,8,13662,81.6,12,0,0,0,1,NA,0,540,5,NA,0,NA,NA,114526,overall,13,6.8,0,0,402,29,431,93.271461716937,215,187,81,3,7,77.777777777778,15,5,0,0,6,0,6,25,58.139534883721,8,42.105263157895,33,53.22580645161299,0,0,0,0,0,0,0,0,0,0,0,0,23,79.31034482758601,8,0,0,5,4,6,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,1,29,11,0,0,0,29,5,0,0,227,205,38,NA,4,NA,499,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
111353,353138,8,10495,13.2,2,0,0,0,0,NA,0,23,0,NA,0,NA,NA,131564,overall,2,6.6,0,0,20,1,21,95.238095238095,10,10,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
111355,353138,8,18020,48.7,7,0,0,0,1,NA,0,540,6,NA,0,NA,NA,160454,overall,7,6.9571428571429,0,0,349,26,375,93.066666666667,213,136,40,4,7,87.5,16,7,0,0,1,1,0,30,47.619047619048,2,40,32,47.058823529412,0,0,0,0,0,0,0,0,0,0,0,0,40,88.88888888888901,11,0,0,8,7,15,0,0,10,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,0,36,3,0,0,0,45,5,0,0,228,147,42,1,13,9,458,12,75,NA,NA,NA,Real Madrid,RMA,NA,2829
111360,353138,8,11906,233.4,32,0,2,2,5,NA,0,2805,31,NA,0,NA,NA,119392,overall,32,7.29375,1,0,1522,227,1749,87.02115494568301,953,573,205,19,27,79.41176470588199,122,86,4,30.769230769231,10,1,9,182,59.477124183007,31,53.44827586206899,213,58.516483516484,0,0,0,0,1,0,0,0,0,0,0,0,194,71.32352941176501,52,0,1,33,34,46,0,0,41,0,8,0,0,12,0,0,0,0,26,4,0,0,0,0,0,0,0,19,34,13,151,27,0,0,0,272,30,0,0,1044,718,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,Deportivo Alavés,ALA,NA,2885
111366,353154,8,24127,6.3,1,0,0,0,0,0,0,53,1,0,0,NA,NA,283613,overall,1,6.3,0,0,10,4,14,71.42857142857099,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,0,8,6,6,0,1,1,18,0,0,NA,0,0,Deportivo Alavés,ALA,NA,2885
111443,353250,8,24127,26.1,4,0,1,1,2,0,1,344,4,0,1,NA,NA,182980,overall,4,6.525,2,0,112,11,123,91.056910569106,67,46,25,5,6,75,5,2,1,16.666666666667,0,0,0,15,51.724137931034,0,0,15,42.857142857143,0,0,0,0,0,0,0,0,0,0,0,0,5,71.42857142857099,6,0,0,2,4,7,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,6,20,6,0,0,0,7,4,0,0,71,58,35,2,4,2,221,2,40,NA,1,1,Real Madrid,RMA,NA,2829
111444,353250,8,11906,96.6,15,0,4,4,0,NA,0,1285,15,NA,0,NA,NA,96379,overall,15,6.44,2,0,404,90,494,81.781376518219,205,209,108,16,18,46.153846153846,16,11,10,13.698630136986,0,0,0,47,47,9,56.25,56,48.275862068966,0,0,0,1,0,0,0,0,0,0,0,0,19,54.28571428571399,20,1,0,12,13,12,0,0,8,1,2,0,0,1,0,0,0,0,18,2,0,0,0,0,0,0,0,16,39,73,60,7,0,0,0,35,20,0,0,233,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111447,353250,8,32501,6.9,1,0,0,0,0,0,0,57,1,0,0,NA,NA,581850,overall,1,6.9,0,0,27,3,30,90,18,10,6,0,3,50,1,1,1,33.333333333333,0,0,0,4,44.444444444443995,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,2,100,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,1,0,0,0,2,0,0,0,19,14,10,0,1,0,52,1,100,0,0,0,Real Madrid,RMA,NA,2829
111449,353250,8,13662,231.8,35,0,4,4,3,NA,0,2917,32,NA,0,NA,NA,132471,overall,35,6.6228571428571,5,1,1146,149,1295,88.494208494208,543,633,331,46,32,36.781609195402005,41,26,30,19.354838709677,6,5,1,104,44.444444444443995,5,14.705882352941,109,40.671641791045,0,0,0,0,1,0,0,0,0,0,0,0,36,62.06896551724101,35,0,0,38,31,25,0,0,15,9,7,0,0,6,0,0,0,0,50,6,0,0,0,0,0,0,0,46,87,155,159,29,0,0,0,58,56,0,0,589,861,471,NA,24,NA,2171,NA,NA,1,NA,NA,Real Sociedad,SOC,NA,2824
111452,353250,8,18020,95.6,14,0,2,2,2,NA,0,1179,14,NA,0,NA,NA,149825,overall,14,6.828571428571401,7,1,538,56,594,90.572390572391,257,291,152,18,7,25,28,11,10,18.867924528302,1,1,0,54,51.923076923077005,1,6.6666666666667,55,46.218487394958,0,0,0,2,1,0,0,0,0,0,0,0,14,73.68421052631601,12,1,0,10,19,15,0,0,4,5,1,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,18,28,53,64,14,0,0,0,19,15,0,0,273,374,163,3,8,7,926,25,89.285714285714,NA,NA,NA,Real Madrid,RMA,NA,2829
111453,353252,8,18020,0,0,0,0,0,0,NA,0,4,0,NA,0,NA,NA,204260,overall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111454,353252,8,32501,13.4,2,0,0,0,0,0,0,48,0,0,0,NA,NA,601116,overall,2,6.7,0,0,16,3,19,84.210526315789,5,13,7,2,1,50,2,0,2,40,0,0,0,4,44.444444444443995,1,100,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,1,0,0,5,19,12,0,0,0,38,1,50,0,0,0,Real Sociedad,SOC,NA,2824
111457,353256,8,10495,6.9,1,0,0,0,0,NA,0,8,0,NA,0,NA,NA,120763,overall,1,6.9,0,0,2,1,3,66.666666666667,0,2,0,0,1,100,0,0,0,0,1,1,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111460,353256,8,8578,0,0,0,0,0,0,NA,0,11,NA,NA,NA,2,0,375366,overall,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111464,353262,8,18020,100.7,15,1,0,1,1,NA,0,597,4,597,0,NA,NA,15666,overall,18,6.7133333333333,1,2,84,52,136,61.764705882353,30,54,23,4,5,62.5,5,5,0,0,17,5,12,18,36,53,47.321428571429,71,43.827160493827,5.8823529411765,0,0,1,0,0,0,1,0,0,0,1,2,50,4,0,0,14,9,14,1,0,3,9,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,8,0,91,59,0,0,0,4,9,0,0,40,96,91,3,1,1,251,3,60,NA,NA,NA,Real Sociedad,SOC,NA,2824
111467,353262,8,32501,33.5,5,0,0,0,0,0,0,74,0,0,0,NA,NA,563016,overall,5,6.7,0,0,6,11,17,35.294117647059004,2,6,4,2,1,100,3,0,2,100,1,0,1,4,50,5,45.454545454545,9,47.368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,10,6,0,0,0,0,0,0,0,3,16,18,3,0,0,36,1,33.333333333333,0,1,0,Real Sociedad,SOC,NA,2824
111468,353262,8,10495,20.4,3,1,0,1,2,NA,0,118,1,118,0,NA,NA,119334,overall,4,6.8,0,0,20,13,33,60.606060606061,5,16,9,2,1,33.333333333333,2,1,1,100,3,2,1,6,40,5,41.666666666667,11,40.740740740741,33.333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,3,5,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,16,7,0,0,0,0,2,0,0,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111470,353262,8,11906,68.2,10,3,0,3,0,NA,0,305,2,101.66666666667,0,NA,NA,132073,overall,12,6.82,0,0,40,20,60,66.666666666667,16,24,11,0,0,0,11,0,0,0,10,4,6,14,46.666666666667005,12,57.142857142857,26,50.980392156863005,30,0,0,0,0,0,0,3,0,2,1,0,2,66.666666666667,4,0,0,4,3,7,0,0,6,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,25,9,0,0,0,3,5,0,0,18,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
111473,353262,8,13662,59.4,9,1,0,1,0,NA,0,172,1,172,0,NA,NA,1478,overall,11,6.6,0,2,27,8,35,77.142857142857,3,24,14,1,1,100,0,0,0,0,6,3,3,2,22.222222222222,7,41.176470588235,9,34.615384615385,16.666666666667,0,0,0,0,0,0,1,0,0,1,0,1,100,0,0,0,2,1,6,0,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,17,10,0,0,0,1,5,0,0,4,31,15,NA,0,NA,55,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
112028,355024,8,13662,178.3,26,9,1,10,9,NA,0,1580,16,175.55555555556,0,NA,NA,129369,overall,26,6.8576923076923,0,2,503,117,620,81.12903225806501,182,333,192,24,24,57.142857142857,38,16,12,21.428571428571,27,13,14,87,42.647058823529,4,21.052631578947,91,40.807174887892,33.333333333333,0,0,0,0,16,5,3,6,0,1,8,42,59.154929577465,5,0,0,33,25,39,1,0,28,3,0,1,0,2,0,0,0,0,19,8,0,0,0,0,0,0,31.25,23,42,56,132,15,0,0,0,71,27,0,0,214,462,259,NA,27,NA,962,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
112032,355024,8,18020,240.4,36,3,4,7,6,NA,0,2841,31,947,0,NA,NA,159910,overall,36,6.677777777777799,7,2,843,260,1103,76.42792384406201,325,532,315,29,43,59.722222222222,70,31,14,19.444444444444,50,18,32,159,44.289693593315,11,28.947368421053,170,42.821158690176,6,0,0,1,1,21,1,2,1,0,1,2,56,47.058823529412,33,1,0,56,47,61,3,0,59,5,3,0,0,4,0,0,0,0,46,5,0,0,0,0,0,0,4.7619047619048,29,72,72,227,27,0,0,0,119,51,0,0,386,789,484,15,122,51,1733,43,61.428571428571,NA,NA,NA,Levante,LEV,NA,2849
112034,355024,8,24127,206.5,30,7,2,9,5,0,0,2114,23,302,0,NA,NA,187691,overall,30,6.8833333333333,4,2,606,182,788,76.903553299492,235,384,219,32,37,64.912280701754,24,15,13,20,39,19,20,105,47.945205479452,6,18.181818181818,111,44.047619047619,17.948717948718,0,0,1,0,11,0,6,1,0,1,6,36,53.731343283582,16,0,0,26,45,46,1,0,27,4,4,0,0,3,0,0,0,0,30,4,0,0,0,0,0,0,0,32,57,65,141,27,0,0,0,67,34,0,0,286,567,338,15,61,37,1225,11,45.833333333332995,1,24,34,Levante,LEV,NA,2849
112036,355024,8,32501,54.4,8,0,1,1,1,0,0,589,7,0,0,NA,NA,564757,overall,8,6.8,0,1,200,62,262,76.335877862595,59,147,87,10,10,55.555555555556005,9,8,6,23.076923076923,17,10,7,24,36.923076923077005,2,15.384615384615,26,33.333333333333,0,0,0,0,0,2,0,0,0,0,0,0,17,54.83870967741901,3,0,0,9,5,13,0,0,11,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,10,18,26,52,11,0,0,0,31,10,0,0,72,216,123,6,24,14,403,2,22.222222222222,0,9,11,Levante,LEV,NA,2849
112052,355046,8,11906,211.5,31,0,0,0,7,1,1,2774,31,0,0,NA,NA,112461,overall,31,6.8225806451613,0,0,902,192,1094,82.449725776965,644,258,70,3,16,84.210526315789,61,66,0,0,5,1,4,93,67.883211678832,34,53.968253968254,127,63.5,0,0,0,0,1,0,0,0,0,0,0,0,83,45.108695652174,116,0,1,6,16,20,0,1,16,0,21,0,0,5,0,0,0,0,52,5,0,0,0,0,0,0,0,3,19,0,73,29,0,0,0,184,57,0,0,698,396,NA,NA,2,NA,1453,NA,NA,NA,NA,NA,Sporting Gijón,SDG,NA,2852
112058,355046,8,10495,170.9,25,0,0,0,6,NA,0,2174,24,NA,0,NA,NA,96383,overall,25,6.836,0,1,601,181,782,76.854219948849,428,173,28,1,12,100,50,69,0,0,7,1,6,72,64.285714285714,27,41.538461538462,99,55.932203389831,0,0,0,0,1,0,0,0,0,0,0,0,55,34.810126582278,99,0,2,6,11,18,1,0,17,0,16,0,0,3,0,0,0,0,32,5,0,0,0,0,0,0,0,1,12,0,78,38,0,0,0,158,37,0,0,489,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sporting Gijón,SDG,NA,2852
112060,355048,8,32501,40.1,6,0,0,0,0,0,0,496,5,0,0,NA,NA,573744,overall,6,6.683333333333301,0,0,171,49,220,77.727272727273,108,64,28,0,2,100,5,1,1,100,0,0,0,8,50,10,58.823529411765,18,54.545454545455,0,0,0,0,0,0,0,0,0,0,0,0,28,49.122807017544005,19,0,0,0,1,3,0,0,6,0,7,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,1,15,7,0,0,0,57,9,0,0,128,93,54,1,36,21,282,3,60,0,0,0,Granada,GRA,NA,33779
112064,355048,8,24127,59.9,9,0,0,0,1,0,0,641,7,0,0,NA,NA,502521,overall,11,6.6555555555556,0,0,174,60,234,74.358974358974,127,47,13,0,2,100,6,5,0,0,0,0,0,9,60,8,40,17,48.571428571429,0,0,0,0,1,0,0,0,0,0,0,0,28,43.75,28,0,0,1,1,6,0,0,1,1,4,0,0,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,1,18,12,0,0,0,64,6,0,0,148,87,64,0,47,18,299,5,83.333333333333,0,1,0,Granada,GRA,NA,33779
112065,355048,8,18020,26.7,4,1,0,1,1,1,1,311,4,311,0,NA,NA,204012,overall,5,6.675,0,0,137,19,156,87.820512820513,105,32,0,0,0,0,6,7,0,0,1,1,0,8,66.666666666667,3,33.333333333333,11,52.380952380952,100,0,0,0,2,0,0,1,0,0,1,0,11,47.826086956522,12,0,0,1,2,3,0,0,1,0,4,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,23,4,0,0,113,43,20,0,14,5,199,5,83.333333333333,NA,NA,NA,Real Madrid,RMA,NA,2829
112073,355048,8,13662,48.5,7,0,0,0,0,NA,0,630,7,NA,0,NA,NA,97630,overall,7,6.9285714285714,0,0,319,47,366,87.158469945355,245,74,11,0,5,83.333333333333,8,16,0,0,0,0,0,15,71.42857142857099,9,47.368421052632,24,60,0,0,0,0,0,0,0,0,0,0,0,0,22,44.897959183673,21,1,0,0,2,2,0,0,3,1,5,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,0,16,10,0,0,0,49,7,0,0,261,105,50,NA,13,NA,429,NA,NA,NA,NA,NA,Real Madrid,RMA,NA,2829
112082,355072,8,24127,112.6,17,3,0,3,0,0,0,528,5,176,0,NA,NA,277315,overall,19,6.6235294117647,0,5,65,36,101,64.356435643564,18,47,26,1,5,50,0,1,0,0,16,6,10,16,36.363636363636,26,52,42,44.68085106382999,18.75,0,0,0,0,0,0,3,0,0,2,1,2,100,3,0,0,6,11,16,1,0,3,5,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,1,10,7,52,24,0,0,0,2,10,0,0,20,88,78,3,2,0,191,0,0,0,13,4,Athletic Bilbao,ATH,NA,2825
112084,355072,8,11906,39.6,6,0,1,1,0,NA,0,71,0,NA,0,NA,NA,123430,overall,6,6.6,1,0,10,8,18,55.555555555556005,2,8,8,2,1,33.333333333333,0,1,0,0,1,0,1,1,11.111111111111,5,55.555555555556005,6,33.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,12,4,0,0,0,0,0,0,0,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Athletic Bilbao,ATH,NA,2825
112086,355072,8,32501,52.9,8,0,0,0,1,0,0,281,1,0,0,NA,NA,560646,overall,9,6.6125,1,2,37,20,57,64.912280701754,9,28,13,2,0,0,0,0,0,0,4,3,1,7,41.176470588235,19,67.857142857143,26,57.777777777778,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,3,7,4,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,4,19,9,0,0,0,1,2,0,0,13,48,34,1,7,4,88,0,0,0,5,0,Athletic Bilbao,ATH,NA,2825
112466,355796,8,10495,218.3,32,1,2,3,10,NA,0,2685,31,2685,0,NA,NA,107902,overall,33,6.821875,4,0,800,265,1065,75.117370892019,359,454,197,28,14,46.666666666667005,60,63,13,21.666666666667,26,3,23,100,47.169811320754995,64,60.952380952381,164,51.735015772871,3.8461538461538,0,0,0,0,1,0,1,0,0,0,1,56,47.457627118644,42,0,0,30,26,50,0,0,20,4,7,0,0,5,0,0,0,0,50,5,0,0,0,0,0,0,0,28,30,60,153,41,0,0,0,118,55,0,0,431,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
112468,355796,8,13662,181.2,26,0,1,1,16,NA,0,2137,25,NA,0,NA,NA,103505,overall,26,6.9692307692307995,1,1,892,200,1092,81.684981684982,467,426,169,19,19,86.363636363636,51,49,1,50,18,1,17,117,55.71428571428601,88,64.705882352941,205,59.248554913295,0,0,0,0,0,0,0,0,0,0,0,0,53,54.081632653061,37,0,0,13,51,55,0,0,28,0,10,0,0,7,0,0,0,0,22,6,0,0,0,0,0,0,0,19,22,2,141,48,0,0,0,98,28,0,0,539,555,244,NA,68,NA,1434,NA,NA,NA,NA,NA,Levante,LEV,NA,2849
112674,356186,8,24127,12.6,2,0,0,0,0,0,0,21,0,0,0,NA,NA,502927,overall,2,6.3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,100,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,Atlético Madrid,ATL,NA,2836
112813,356444,8,11906,164.1,25,2,0,2,5,0,1,1126,10,563,1,NA,NA,97521,overall,25,6.564,0,5,180,86,266,67.669172932331,53,128,59,9,13,54.166666666667005,6,3,1,25,29,8,21,35,30.973451327434,46,45.09803921568599,81,37.674418604650995,6.8965517241378995,1,0,0,0,0,0,2,0,0,2,0,7,70,13,0,0,38,17,31,2,0,2,4,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,9,24,4,134,56,0,0,1,10,28,0,0,65,205,NA,NA,0,NA,495,NA,NA,NA,NA,NA,Granada,GRA,NA,33779
113721,21143,8,6559,0,0,0,0,0,0,0,0,226,3,NA,0,0,1,348370,overall,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Real Sociedad,SOC,NA,2824
113828,21212,8,13662,102.5,15,3,3,6,7,0,1,1048,13,349.33333333333,1,NA,NA,5451,overall,15,6.8333333333333,5,4,236,77,313,75.39936102236399,50,187,109,13,15,46.875,17,5,1,50,18,10,8,51,36.170212765957,25,43.103448275862,76,38.190954773869,16.666666666667,0,0,1,0,0,0,3,0,0,0,3,8,80,2,0,0,41,19,22,0,0,11,19,4,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,13,32,2,123,33,0,0,0,10,5,0,0,60,255,191,NA,10,NA,541,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
113833,21212,8,6559,0,0,27,1,28,7,0,0,2958,34,109.55555555556,0,1,8,306256,overall,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atlético Madrid,ATL,NA,2836
